"order_id";"order_date";"ship_date";"ship_mode";"customer_id";"product_id";"country";"region";"sales";"quantity";"discount";"profit";"unit_price";"profit_margin"
"CA-2016-112389";"2016-10-29";"2016-11-02";"Standard Class";"JM-15655";"OFF-AP-10001626";"United States";"East";12.0;3.0;0.0;3.0;4.0;25.0
"CA-2017-121888";"2017-09-15";"2017-09-17";"Second Class";"CL-11890";"TEC-PH-10000439";"United States";"East";40.0;1.0;0.0;12.0;40.0;30.0
"CA-2017-121888";"2017-09-15";"2017-09-17";"Second Class";"CL-11890";"OFF-AR-10003478";"United States";"East";16.0;2.0;0.0;7.0;8.0;43.75
"CA-2017-121888";"2017-09-15";"2017-09-17";"Second Class";"CL-11890";"FUR-BO-10002545";"United States";"East";783.0;3.0;0.0;204.0;261.0;26.05
"CA-2017-121888";"2017-09-15";"2017-09-17";"Second Class";"CL-11890";"OFF-BI-10001765";"United States";"East";242.0;7.0;0.0;116.0;34.57;47.93
"CA-2014-166884";"2014-03-11";"2014-03-16";"Second Class";"CK-12205";"FUR-FU-10003981";"United States";"East";8.0;5.0;0.0;2.0;1.6;25.0
"CA-2014-166884";"2014-03-11";"2014-03-16";"Second Class";"CK-12205";"OFF-FA-10001561";"United States";"East";10.0;6.0;0.0;2.0;1.67;20.0
"CA-2014-107181";"2014-02-04";"2014-02-08";"Standard Class";"DB-13270";"OFF-BI-10004230";"United States";"West";83.0;3.0;0.0;29.0;27.67;34.94
"CA-2014-150245";"2014-12-31";"2015-01-04";"Second Class";"PC-18745";"FUR-BO-10002613";"United States";"East";1573.0;7.0;0.0;197.0;224.71;12.52
"CA-2015-111395";"2015-11-23";"2015-11-27";"Standard Class";"VB-21745";"OFF-PA-10000994";"United States";"Central";336.0;4.0;0.0;117.0;84.0;34.82
"CA-2015-111395";"2015-11-23";"2015-11-27";"Standard Class";"VB-21745";"OFF-BI-10002867";"United States";"Central";24.0;2.0;1.0;-41.0;12.0;-170.83
"CA-2015-111395";"2015-11-23";"2015-11-27";"Standard Class";"VB-21745";"OFF-ST-10001291";"United States";"Central";27.0;2.0;0.0;2.0;13.5;7.41
"CA-2014-134278";"2014-07-06";"2014-07-08";"First Class";"EP-13915";"TEC-CO-10001046";"United States";"East";560.0;1.0;0.0;175.0;560.0;31.25
"US-2017-124926";"2017-11-13";"2017-11-18";"Second Class";"ME-17320";"OFF-AP-10004868";"United States";"Central";9.0;6.0;1.0;-25.0;1.5;-277.78
"CA-2016-159345";"2016-06-17";"2016-06-22";"Standard Class";"IG-15085";"OFF-PA-10000806";"United States";"West";112.0;2.0;0.0;55.0;56.0;49.11
"CA-2014-130274";"2014-05-03";"2014-05-05";"First Class";"JS-15940";"OFF-LA-10002195";"United States";"Central";22.0;7.0;0.0;10.0;3.14;45.45
"CA-2017-158386";"2017-10-16";"2017-10-21";"Standard Class";"BO-11425";"OFF-BI-10003719";"United States";"South";125.0;5.0;0.0;57.0;25.0;45.6
"CA-2015-111507";"2015-02-06";"2015-02-13";"Standard Class";"VW-21775";"OFF-AR-10001315";"United States";"West";5.0;3.0;0.0;2.0;1.67;40.0
"CA-2017-120761";"2017-09-04";"2017-09-08";"Standard Class";"AB-10150";"TEC-AC-10000171";"United States";"East";92.0;4.0;0.0;40.0;23.0;43.48
"CA-2016-109176";"2016-05-09";"2016-05-15";"Standard Class";"JW-16075";"OFF-EN-10003134";"United States";"East";9.0;1.0;0.0;4.0;9.0;44.44
"CA-2016-109176";"2016-05-09";"2016-05-15";"Standard Class";"JW-16075";"OFF-AR-10001955";"United States";"East";79.0;5.0;0.0;10.0;15.8;12.66
"CA-2015-112116";"2015-03-16";"2015-03-18";"Second Class";"JE-15475";"FUR-TA-10001039";"United States";"West";172.0;2.0;0.0;45.0;86.0;26.16
"CA-2014-105172";"2014-04-04";"2014-04-09";"Standard Class";"PK-18910";"OFF-LA-10001641";"United States";"West";19.0;6.0;0.0;9.0;3.17;47.37
"CA-2017-107293";"2017-09-05";"2017-09-06";"First Class";"CS-12400";"OFF-AR-10003732";"United States";"West";3.0;1.0;0.0;1.0;3.0;33.33
"US-2017-102890";"2017-06-30";"2017-06-30";"Same Day";"SG-20470";"FUR-TA-10000577";"United States";"East";1045.0;5.0;0.0;-296.0;209.0;-28.33
"CA-2015-158554";"2015-11-09";"2015-11-09";"Same Day";"CM-12190";"OFF-PA-10004000";"United States";"East";11.0;3.0;0.0;4.0;3.67;36.36
"CA-2014-116239";"2014-03-04";"2014-03-04";"Same Day";"CL-12565";"OFF-ST-10001370";"United States";"South";355.0;5.0;0.0;18.0;71.0;5.07
"CA-2015-132101";"2015-03-19";"2015-03-25";"Standard Class";"JO-15550";"TEC-PH-10004539";"United States";"West";454.0;3.0;0.0;40.0;151.33;8.81
"CA-2015-129112";"2015-11-29";"2015-11-30";"First Class";"AW-10840";"TEC-AC-10003038";"United States";"Central";21.0;3.0;0.0;0.0;7.0;0.0
"CA-2015-129112";"2015-11-29";"2015-11-30";"First Class";"AW-10840";"OFF-BI-10000088";"United States";"Central";9.0;4.0;1.0;-14.0;2.25;-155.56
"US-2017-152002";"2017-06-11";"2017-06-11";"Same Day";"DV-13465";"OFF-PA-10000357";"United States";"West";123.0;3.0;0.0;60.0;41.0;48.78
"CA-2017-165029";"2017-11-26";"2017-11-30";"Standard Class";"AH-10075";"OFF-AR-10003504";"United States";"South";13.0;3.0;0.0;4.0;4.33;30.77
"US-2014-157385";"2014-11-23";"2014-11-25";"First Class";"SC-20095";"FUR-CH-10000863";"United States";"West";604.0;5.0;0.0;-68.0;120.8;-11.26
"US-2014-157385";"2014-11-23";"2014-11-25";"First Class";"SC-20095";"OFF-EN-10003160";"United States";"West";22.0;3.0;0.0;10.0;7.33;45.45
"US-2014-157385";"2014-11-23";"2014-11-25";"First Class";"SC-20095";"TEC-AC-10003280";"United States";"West";30.0;1.0;0.0;6.0;30.0;20.0
"US-2014-157385";"2014-11-23";"2014-11-25";"First Class";"SC-20095";"FUR-CH-10000595";"United States";"West";381.0;2.0;0.0;24.0;190.5;6.3
"CA-2014-101602";"2014-12-15";"2014-12-18";"First Class";"MC-18100";"TEC-PH-10000169";"United States";"Central";41.0;3.0;0.0;-9.0;13.67;-21.95
"CA-2014-101602";"2014-12-15";"2014-12-18";"First Class";"MC-18100";"FUR-CH-10004675";"United States";"Central";763.0;5.0;0.0;-22.0;152.6;-2.88
"CA-2016-109057";"2016-04-22";"2016-04-27";"Standard Class";"TT-21460";"OFF-ST-10002406";"United States";"Central";24.0;2.0;0.0;2.0;12.0;8.33
"CA-2016-154403";"2016-05-23";"2016-05-27";"Standard Class";"AP-10720";"OFF-PA-10001526";"United States";"South";5.0;1.0;0.0;2.0;5.0;40.0
"CA-2016-102456";"2016-02-27";"2016-03-01";"First Class";"DL-12865";"OFF-AP-10004336";"United States";"East";171.0;3.0;0.0;50.0;57.0;29.24
"CA-2015-131338";"2015-08-09";"2015-08-12";"First Class";"NP-18325";"TEC-PH-10003012";"United States";"East";308.0;2.0;0.0;89.0;154.0;28.9
"CA-2015-131338";"2015-08-09";"2015-08-12";"First Class";"NP-18325";"FUR-TA-10002607";"United States";"East";383.0;9.0;0.0;-153.0;42.56;-39.95
"CA-2015-131338";"2015-08-09";"2015-08-12";"First Class";"NP-18325";"OFF-ST-10000642";"United States";"East";42.0;2.0;0.0;3.0;21.0;7.14
"CA-2015-131338";"2015-08-09";"2015-08-12";"First Class";"NP-18325";"OFF-BI-10000545";"United States";"East";1218.0;2.0;0.0;457.0;609.0;37.52
"CA-2015-131338";"2015-08-09";"2015-08-12";"First Class";"NP-18325";"FUR-FU-10002157";"United States";"East";47.0;3.0;0.0;18.0;15.67;38.3
"CA-2015-131338";"2015-08-09";"2015-08-12";"First Class";"NP-18325";"FUR-FU-10001706";"United States";"East";6.0;2.0;0.0;3.0;3.0;50.0
"CA-2015-131338";"2015-08-09";"2015-08-12";"First Class";"NP-18325";"TEC-PH-10000984";"United States";"East";980.0;5.0;0.0;274.0;196.0;27.96
"CA-2015-131338";"2015-08-09";"2015-08-12";"First Class";"NP-18325";"OFF-PA-10001357";"United States";"East";144.0;3.0;0.0;69.0;48.0;47.92
"CA-2015-131338";"2015-08-09";"2015-08-12";"First Class";"NP-18325";"OFF-FA-10000992";"United States";"East";11.0;3.0;0.0;5.0;3.67;45.45
"CA-2015-131338";"2015-08-09";"2015-08-12";"First Class";"NP-18325";"TEC-AC-10002600";"United States";"East";248.0;4.0;0.0;35.0;62.0;14.11
"CA-2016-109911";"2016-05-12";"2016-05-16";"Standard Class";"VG-21805";"OFF-AR-10001662";"United States";"South";11.0;4.0;0.0;3.0;2.75;27.27
"US-2016-132423";"2016-04-15";"2016-04-19";"Standard Class";"MY-18295";"OFF-AR-10001221";"United States";"Central";33.0;7.0;0.0;6.0;4.71;18.18
"US-2016-132423";"2016-04-15";"2016-04-19";"Standard Class";"MY-18295";"OFF-FA-10002988";"United States";"Central";8.0;5.0;0.0;3.0;1.6;37.5
"CA-2015-122826";"2015-06-23";"2015-06-25";"Second Class";"RD-19480";"TEC-PH-10004830";"United States";"West";202.0;4.0;0.0;23.0;50.5;11.39
"CA-2014-117317";"2014-10-19";"2014-10-19";"Same Day";"JF-15490";"OFF-PA-10004519";"United States";"West";13.0;3.0;0.0;7.0;4.33;53.85
"CA-2015-118423";"2015-03-24";"2015-03-27";"First Class";"DP-13390";"FUR-BO-10000362";"United States";"Central";359.0;3.0;0.0;-36.0;119.67;-10.03
"CA-2017-149181";"2017-05-08";"2017-05-12";"Standard Class";"MD-17350";"FUR-CH-10004540";"United States";"East";48.0;2.0;0.0;-2.0;24.0;-4.17
"CA-2017-132234";"2017-10-16";"2017-10-18";"First Class";"MY-17380";"FUR-FU-10001290";"United States";"East";547.0;13.0;0.0;175.0;42.08;31.99
"CA-2017-158876";"2017-11-19";"2017-11-21";"Second Class";"AB-10150";"OFF-PA-10000308";"United States";"Central";17.0;4.0;0.0;5.0;4.25;29.41
"CA-2017-158876";"2017-11-19";"2017-11-21";"Second Class";"AB-10150";"OFF-SU-10001165";"United States";"Central";7.0;1.0;0.0;1.0;7.0;14.29
"CA-2017-158876";"2017-11-19";"2017-11-21";"Second Class";"AB-10150";"OFF-AR-10003373";"United States";"Central";99.0;4.0;0.0;9.0;24.75;9.09
"CA-2017-158876";"2017-11-19";"2017-11-21";"Second Class";"AB-10150";"FUR-FU-10001967";"United States";"Central";16.0;2.0;1.0;-14.0;8.0;-87.5
"US-2016-132857";"2016-12-11";"2016-12-17";"Standard Class";"CA-12775";"OFF-AR-10003251";"United States";"South";7.0;3.0;0.0;2.0;2.33;28.57
"CA-2017-116645";"2017-11-30";"2017-12-04";"Standard Class";"ME-17725";"OFF-AR-10001044";"United States";"East";156.0;6.0;0.0;45.0;26.0;28.85
"US-2016-115819";"2016-04-19";"2016-04-24";"Second Class";"JO-15280";"TEC-PH-10004700";"United States";"West";40.0;5.0;0.0;13.0;8.0;32.5
"US-2016-115819";"2016-04-19";"2016-04-24";"Second Class";"JO-15280";"OFF-AR-10000823";"United States";"West";5.0;3.0;0.0;2.0;1.67;40.0
"US-2016-115819";"2016-04-19";"2016-04-24";"Second Class";"JO-15280";"OFF-AR-10004456";"United States";"West";73.0;5.0;0.0;21.0;14.6;28.77
"US-2016-115819";"2016-04-19";"2016-04-24";"Second Class";"JO-15280";"OFF-BI-10000050";"United States";"West";6.0;1.0;0.0;2.0;6.0;33.33
"US-2016-115819";"2016-04-19";"2016-04-24";"Second Class";"JO-15280";"OFF-BI-10000591";"United States";"West";9.0;3.0;0.0;3.0;3.0;33.33
"CA-2014-156349";"2014-05-26";"2014-05-30";"Standard Class";"ML-17395";"FUR-BO-10000362";"United States";"West";291.0;2.0;0.0;27.0;145.5;9.28
"CA-2014-156349";"2014-05-26";"2014-05-30";"Standard Class";"ML-17395";"TEC-PH-10000441";"United States";"West";202.0;2.0;0.0;20.0;101.0;9.9
"CA-2014-156349";"2014-05-26";"2014-05-30";"Standard Class";"ML-17395";"TEC-PH-10002726";"United States";"West";84.0;2.0;0.0;31.0;42.0;36.9
"CA-2017-138380";"2017-12-21";"2017-12-25";"Standard Class";"YS-21880";"OFF-ST-10003306";"United States";"West";1000.0;7.0;0.0;290.0;142.86;29.0
"US-2016-113509";"2016-03-15";"2016-03-19";"Standard Class";"PL-18925";"TEC-AC-10004855";"United States";"East";84.0;3.0;0.0;-14.0;28.0;-16.67
"CA-2015-130022";"2015-08-10";"2015-08-16";"Standard Class";"JK-16120";"OFF-LA-10002787";"United States";"Central";4.0;1.0;0.0;2.0;4.0;50.0
"CA-2015-130022";"2015-08-10";"2015-08-16";"Standard Class";"JK-16120";"OFF-LA-10002043";"United States";"Central";41.0;4.0;0.0;20.0;10.25;48.78
"CA-2015-130022";"2015-08-10";"2015-08-16";"Standard Class";"JK-16120";"OFF-AR-10001915";"United States";"Central";30.0;3.0;0.0;13.0;10.0;43.33
"US-2016-118780";"2016-09-10";"2016-09-14";"Second Class";"PN-18775";"OFF-ST-10000352";"United States";"East";59.0;2.0;0.0;9.0;29.5;15.25
"US-2016-118780";"2016-09-10";"2016-09-14";"Second Class";"PN-18775";"OFF-PA-10000575";"United States";"East";7.0;1.0;0.0;3.0;7.0;42.86
"CA-2017-108560";"2017-07-08";"2017-07-15";"Standard Class";"JC-15385";"OFF-LA-10003930";"United States";"West";786.0;8.0;0.0;385.0;98.25;48.98
"CA-2017-108560";"2017-07-08";"2017-07-15";"Standard Class";"JC-15385";"OFF-BI-10001107";"United States";"West";23.0;2.0;0.0;8.0;11.5;34.78
"CA-2017-108560";"2017-07-08";"2017-07-15";"Standard Class";"JC-15385";"TEC-AC-10003063";"United States";"West";50.0;2.0;0.0;11.0;25.0;22.0
"CA-2015-157084";"2015-12-19";"2015-12-24";"Standard Class";"JG-15160";"TEC-PH-10002922";"United States";"West";676.0;5.0;0.0;84.0;135.2;12.43
"CA-2015-157084";"2015-12-19";"2015-12-24";"Standard Class";"JG-15160";"TEC-AC-10002049";"United States";"West";1266.0;3.0;0.0;557.0;422.0;44.0
"CA-2015-164539";"2015-11-16";"2015-11-22";"Standard Class";"PO-19180";"OFF-AP-10002457";"United States";"East";523.0;5.0;0.0;141.0;104.6;26.96
"CA-2015-143119";"2015-09-24";"2015-09-30";"Standard Class";"MC-17275";"FUR-CH-10001270";"United States";"South";518.0;6.0;0.0;155.0;86.33;29.92
"CA-2017-101049";"2017-06-21";"2017-06-25";"Second Class";"AS-10240";"FUR-FU-10004415";"United States";"East";18.0;5.0;0.0;2.0;3.6;11.11
"CA-2017-101049";"2017-06-21";"2017-06-25";"Second Class";"AS-10240";"OFF-BI-10001510";"United States";"East";41.0;6.0;1.0;-34.0;6.83;-82.93
"CA-2016-106530";"2016-05-08";"2016-05-08";"Same Day";"CL-12565";"OFF-ST-10002011";"United States";"East";1006.0;3.0;0.0;88.0;335.33;8.75
"CA-2016-106530";"2016-05-08";"2016-05-08";"Same Day";"CL-12565";"OFF-PA-10002986";"United States";"East";11.0;2.0;0.0;4.0;5.5;36.36
"CA-2016-106530";"2016-05-08";"2016-05-08";"Same Day";"CL-12565";"OFF-PA-10004451";"United States";"East";10.0;2.0;0.0;4.0;5.0;40.0
"CA-2016-106530";"2016-05-08";"2016-05-08";"Same Day";"CL-12565";"OFF-ST-10000649";"United States";"East";25.0;2.0;0.0;2.0;12.5;8.0
"CA-2016-106530";"2016-05-08";"2016-05-08";"Same Day";"CL-12565";"TEC-AC-10001465";"United States";"East";58.0;2.0;0.0;7.0;29.0;12.07
"CA-2014-168984";"2014-11-26";"2014-12-02";"Standard Class";"NW-18400";"OFF-PA-10001166";"United States";"West";16.0;3.0;0.0;5.0;5.33;31.25
"CA-2014-168984";"2014-11-26";"2014-12-02";"Standard Class";"NW-18400";"OFF-ST-10001097";"United States";"West";669.0;5.0;0.0;-167.0;133.8;-24.96
"CA-2014-168984";"2014-11-26";"2014-12-02";"Standard Class";"NW-18400";"TEC-PH-10000038";"United States";"West";438.0;4.0;0.0;-88.0;109.5;-20.09
"CA-2016-157266";"2016-05-26";"2016-06-01";"Standard Class";"TB-21280";"OFF-PA-10002689";"United States";"East";19.0;3.0;0.0;9.0;6.33;47.37
"CA-2016-157266";"2016-05-26";"2016-06-01";"Standard Class";"TB-21280";"OFF-BI-10004728";"United States";"East";10.0;2.0;0.0;4.0;5.0;40.0
"CA-2016-157266";"2016-05-26";"2016-06-01";"Standard Class";"TB-21280";"OFF-PA-10004675";"United States";"East";13.0;2.0;0.0;6.0;6.5;46.15
"CA-2016-157266";"2016-05-26";"2016-06-01";"Standard Class";"TB-21280";"FUR-FU-10000629";"United States";"East";41.0;3.0;0.0;17.0;13.67;41.46
"US-2014-134712";"2014-11-29";"2014-12-04";"Standard Class";"BS-11380";"OFF-FA-10003112";"United States";"Central";13.0;2.0;0.0;4.0;6.5;30.77
"CA-2015-111829";"2015-03-19";"2015-03-20";"First Class";"FH-14365";"OFF-ST-10000142";"United States";"West";1248.0;3.0;0.0;349.0;416.0;27.96
"CA-2015-111829";"2015-03-19";"2015-03-20";"First Class";"FH-14365";"TEC-CO-10001766";"United States";"West";3150.0;7.0;0.0;1480.0;450.0;46.98
"CA-2015-111829";"2015-03-19";"2015-03-20";"First Class";"FH-14365";"OFF-PA-10004359";"United States";"West";210.0;2.0;0.0;101.0;105.0;48.1
"CA-2015-105221";"2015-11-01";"2015-11-03";"First Class";"VM-21685";"TEC-AC-10002323";"United States";"East";35.0;2.0;0.0;-3.0;17.5;-8.57
"CA-2015-105221";"2015-11-01";"2015-11-03";"First Class";"VM-21685";"OFF-FA-10001135";"United States";"East";3.0;2.0;0.0;-1.0;1.5;-33.33
"CA-2015-120341";"2015-09-26";"2015-09-29";"Second Class";"SF-20200";"OFF-BI-10004224";"United States";"East";121.0;6.0;1.0;-101.0;20.17;-83.47
"CA-2015-120341";"2015-09-26";"2015-09-29";"Second Class";"SF-20200";"TEC-PH-10003357";"United States";"East";46.0;1.0;0.0;-9.0;46.0;-19.57
"CA-2014-135699";"2014-08-29";"2014-08-29";"Same Day";"HH-15010";"OFF-PA-10004475";"United States";"West";110.0;2.0;0.0;54.0;55.0;49.09
"CA-2014-135699";"2014-08-29";"2014-08-29";"Same Day";"HH-15010";"OFF-PA-10003001";"United States";"West";13.0;2.0;0.0;6.0;6.5;46.15
"US-2017-132444";"2017-11-18";"2017-11-21";"First Class";"CD-12280";"OFF-ST-10003442";"United States";"West";170.0;6.0;0.0;46.0;28.33;27.06
"US-2017-132444";"2017-11-18";"2017-11-21";"First Class";"CD-12280";"TEC-AC-10003832";"United States";"West";133.0;4.0;0.0;54.0;33.25;40.6
"US-2017-132444";"2017-11-18";"2017-11-21";"First Class";"CD-12280";"OFF-FA-10000611";"United States";"West";3.0;2.0;0.0;1.0;1.5;33.33
"US-2017-132444";"2017-11-18";"2017-11-21";"First Class";"CD-12280";"OFF-BI-10001116";"United States";"West";8.0;2.0;0.0;3.0;4.0;37.5
"US-2017-132444";"2017-11-18";"2017-11-21";"First Class";"CD-12280";"OFF-ST-10000563";"United States";"West";96.0;3.0;0.0;10.0;32.0;10.42
"CA-2014-127159";"2014-05-12";"2014-05-15";"First Class";"HL-15040";"FUR-FU-10000010";"United States";"Central";35.0;7.0;0.0;11.0;5.0;31.43
"CA-2017-161809";"2017-01-20";"2017-01-26";"Standard Class";"TH-21100";"TEC-PH-10004922";"United States";"West";161.0;3.0;0.0;10.0;53.67;6.21
"CA-2017-127285";"2017-10-30";"2017-11-06";"Standard Class";"MM-18055";"OFF-BI-10004330";"United States";"West";89.0;3.0;0.0;28.0;29.67;31.46
"CA-2017-127285";"2017-10-30";"2017-11-06";"Standard Class";"MM-18055";"OFF-BI-10002072";"United States";"West";14.0;2.0;0.0;5.0;7.0;35.71
"CA-2017-144526";"2017-04-30";"2017-05-06";"Standard Class";"QJ-19255";"TEC-PH-10002549";"United States";"East";678.0;5.0;0.0;-158.0;135.6;-23.3
"CA-2017-144526";"2017-04-30";"2017-05-06";"Standard Class";"QJ-19255";"OFF-BI-10002353";"United States";"East";14.0;3.0;1.0;-9.0;4.67;-64.29
"CA-2016-128531";"2016-11-24";"2016-11-26";"Second Class";"NS-18505";"OFF-ST-10001325";"United States";"Central";42.0;5.0;0.0;4.0;8.4;9.52
"CA-2016-128531";"2016-11-24";"2016-11-26";"Second Class";"NS-18505";"TEC-AC-10002049";"United States";"Central";298.0;3.0;0.0;-7.0;99.33;-2.35
"CA-2016-128531";"2016-11-24";"2016-11-26";"Second Class";"NS-18505";"OFF-FA-10002676";"United States";"Central";4.0;3.0;0.0;1.0;1.33;25.0
"CA-2016-128531";"2016-11-24";"2016-11-26";"Second Class";"NS-18505";"TEC-AC-10003023";"United States";"Central";95.0;2.0;0.0;-2.0;47.5;-2.11
"CA-2016-128531";"2016-11-24";"2016-11-26";"Second Class";"NS-18505";"OFF-PA-10000167";"United States";"Central";74.0;3.0;0.0;23.0;24.67;31.08
"CA-2016-128531";"2016-11-24";"2016-11-26";"Second Class";"NS-18505";"OFF-AR-10003405";"United States";"Central";14.0;3.0;0.0;2.0;4.67;14.29
"US-2015-157154";"2015-01-10";"2015-01-15";"Standard Class";"MM-17920";"FUR-TA-10001889";"United States";"East";1018.0;4.0;0.0;-373.0;254.5;-36.64
"CA-2017-159457";"2017-10-19";"2017-10-26";"Standard Class";"RD-19480";"TEC-PH-10002185";"United States";"Central";17.0;3.0;0.0;5.0;5.67;29.41
"CA-2016-107615";"2016-03-22";"2016-03-25";"First Class";"RB-19645";"TEC-AC-10001013";"United States";"West";59.0;2.0;0.0;19.0;29.5;32.2
"CA-2017-111647";"2017-07-03";"2017-07-07";"Standard Class";"RD-19585";"TEC-PH-10002726";"United States";"Central";168.0;4.0;0.0;63.0;42.0;37.5
"CA-2015-150560";"2015-12-11";"2015-12-12";"First Class";"SW-20455";"OFF-LA-10003930";"United States";"South";197.0;2.0;0.0;96.0;98.5;48.73
"CA-2015-143077";"2015-09-17";"2015-09-21";"Standard Class";"SF-20965";"FUR-FU-10003535";"United States";"Central";22.0;2.0;1.0;-10.0;11.0;-45.45
"CA-2015-143077";"2015-09-17";"2015-09-21";"Standard Class";"SF-20965";"OFF-BI-10000088";"United States";"Central";7.0;3.0;1.0;-10.0;2.33;-142.86
"CA-2016-122728";"2016-05-18";"2016-05-24";"Standard Class";"EB-13930";"OFF-ST-10000604";"United States";"West";104.0;3.0;0.0;26.0;34.67;25.0
"CA-2016-122728";"2016-05-18";"2016-05-24";"Standard Class";"EB-13930";"OFF-PA-10004040";"United States";"West";18.0;3.0;0.0;9.0;6.0;50.0
"CA-2014-122882";"2014-09-07";"2014-09-13";"Standard Class";"SB-20290";"OFF-ST-10002344";"United States";"East";65.0;1.0;0.0;-15.0;65.0;-23.08
"CA-2014-122882";"2014-09-07";"2014-09-13";"Standard Class";"SB-20290";"TEC-PH-10003589";"United States";"East";32.0;3.0;0.0;4.0;10.67;12.5
"CA-2014-122882";"2014-09-07";"2014-09-13";"Standard Class";"SB-20290";"FUR-FU-10000758";"United States";"East";42.0;2.0;0.0;8.0;21.0;19.05
"CA-2014-122882";"2014-09-07";"2014-09-13";"Standard Class";"SB-20290";"TEC-MA-10004679";"United States";"East";400.0;4.0;1.0;-559.0;100.0;-139.75
"US-2016-101497";"2016-09-29";"2016-10-01";"Second Class";"PS-18760";"OFF-PA-10000176";"United States";"West";19.0;1.0;0.0;9.0;19.0;47.37
"CA-2016-147585";"2016-11-07";"2016-11-12";"Standard Class";"CB-12535";"FUR-FU-10002597";"United States";"West";15.0;3.0;0.0;6.0;5.0;40.0
"CA-2017-149489";"2017-04-24";"2017-04-27";"First Class";"DK-12835";"OFF-AP-10002495";"United States";"East";99.0;2.0;0.0;12.0;49.5;12.12
"CA-2017-149489";"2017-04-24";"2017-04-27";"First Class";"DK-12835";"OFF-BI-10002813";"United States";"East";1.0;2.0;1.0;-1.0;0.5;-100.0
"CA-2017-149489";"2017-04-24";"2017-04-27";"First Class";"DK-12835";"OFF-BI-10002414";"United States";"East";8.0;2.0;1.0;-6.0;4.0;-75.0
"CA-2017-143798";"2017-12-10";"2017-12-12";"First Class";"AW-10840";"OFF-PA-10000788";"United States";"East";10.0;2.0;0.0;4.0;5.0;40.0
"CA-2017-143798";"2017-12-10";"2017-12-12";"First Class";"AW-10840";"FUR-FU-10004306";"United States";"East";311.0;2.0;0.0;23.0;155.5;7.4
"CA-2014-142839";"2014-08-16";"2014-08-20";"Standard Class";"TS-21610";"FUR-TA-10001539";"United States";"East";853.0;6.0;0.0;-227.0;142.17;-26.61
"CA-2017-129833";"2017-12-09";"2017-12-15";"Standard Class";"HF-14995";"OFF-PA-10000575";"United States";"Central";33.0;5.0;0.0;15.0;6.6;45.45
"CA-2017-129833";"2017-12-09";"2017-12-15";"Standard Class";"HF-14995";"OFF-BI-10004182";"United States";"Central";10.0;5.0;0.0;5.0;2.0;50.0
"US-2016-154361";"2016-03-14";"2016-03-19";"Standard Class";"HZ-14950";"FUR-FU-10004020";"United States";"East";22.0;5.0;0.0;6.0;4.4;27.27
"US-2016-158708";"2016-06-26";"2016-06-29";"Second Class";"AB-10255";"TEC-AC-10003133";"United States";"Central";14.0;2.0;0.0;4.0;7.0;28.57
"CA-2015-156335";"2015-09-25";"2015-09-28";"Second Class";"PO-19195";"TEC-AC-10002006";"United States";"East";64.0;4.0;0.0;20.0;16.0;31.25
"CA-2015-156335";"2015-09-25";"2015-09-28";"Second Class";"PO-19195";"OFF-BI-10003314";"United States";"East";14.0;3.0;0.0;7.0;4.67;50.0
"CA-2015-156335";"2015-09-25";"2015-09-28";"Second Class";"PO-19195";"TEC-PH-10002726";"United States";"East";105.0;2.0;0.0;52.0;52.5;49.52
"CA-2015-148376";"2015-12-27";"2015-12-31";"Standard Class";"AG-10900";"OFF-AP-10000240";"United States";"West";107.0;2.0;0.0;31.0;53.5;28.97
"CA-2015-148376";"2015-12-27";"2015-12-31";"Standard Class";"AG-10900";"OFF-LA-10002381";"United States";"West";22.0;7.0;0.0;10.0;3.14;45.45
"CA-2014-135657";"2014-06-03";"2014-06-07";"Second Class";"SC-20725";"FUR-TA-10004086";"United States";"West";516.0;6.0;0.0;113.0;86.0;21.9
"CA-2015-114069";"2015-07-13";"2015-07-15";"Second Class";"ND-18370";"OFF-BI-10000320";"United States";"East";12.0;2.0;0.0;4.0;6.0;33.33
"CA-2015-114069";"2015-07-13";"2015-07-15";"Second Class";"ND-18370";"FUR-CH-10000595";"United States";"East";1931.0;9.0;0.0;322.0;214.56;16.68
"CA-2015-114069";"2015-07-13";"2015-07-15";"Second Class";"ND-18370";"OFF-PA-10000349";"United States";"East";10.0;2.0;0.0;5.0;5.0;50.0
"CA-2014-139857";"2014-02-02";"2014-02-06";"Standard Class";"CD-12790";"OFF-FA-10001843";"United States";"West";12.0;5.0;0.0;6.0;2.4;50.0
"CA-2016-106306";"2016-03-08";"2016-03-08";"Same Day";"PG-18820";"OFF-BI-10003676";"United States";"West";10.0;3.0;1.0;-7.0;3.33;-70.0
"CA-2015-100545";"2015-11-22";"2015-11-26";"Standard Class";"IM-15070";"OFF-BI-10003638";"United States";"East";12.0;2.0;1.0;-9.0;6.0;-75.0
"CA-2017-123491";"2017-10-30";"2017-11-05";"Standard Class";"JK-15205";"OFF-LA-10003077";"United States";"West";44.0;6.0;0.0;21.0;7.33;47.73
"CA-2017-123491";"2017-10-30";"2017-11-05";"Standard Class";"JK-15205";"TEC-PH-10003505";"United States";"West";148.0;2.0;0.0;17.0;74.0;11.49
"CA-2017-123491";"2017-10-30";"2017-11-05";"Standard Class";"JK-15205";"FUR-CH-10003061";"United States";"West";72.0;1.0;0.0;-1.0;72.0;-1.39
